 burst ID delayed:age delayed:massformed delayed:metallicity delayed:tau dust:Av nebular:logU redshift stellar_mass formed_mass sfr ssfr nsfr mass_weighted_age tform tquench mass_weighted_zmet chisq_phot continuum
1325 0.01 1492978 0.63771 9.77833 0.08278 7.73888 0.44497 -2.89184 3.019 9.62228 9.77833 16.77565 -8.39473 0.76682 0.21654 1.88249 99.0 0.08317 16.03716 5.0292e-19
1326 0.28 1493053 0.01514 8.31026 0.24012 7.42266 0.41331 -2.55441 2.30872 8.28717 8.31026 2.04885 -7.97521 1.4477 0.00514 2.78934 99.0 0.24003 15.01728 7.059200000000001e-19
1327 0.3 1493896 0.01015 8.25141 1.98145 7.21046 0.00879 -1.01281 3.99812 8.23065 8.25141 1.7892 -7.97823 1.18219 0.00351 1.5133 99.0 1.977 1300.85346 4.1737000000000005e-19
1328 0.3 1494063 0.01184 8.37645 0.32096 7.09897 0.65575 -1.69566 3.01835 8.3575 8.37645 2.38616 -7.98036 1.32311 0.00405 2.09435 99.0 0.32084 44.27015 2.249e-19
1329 0.27 1494211 0.01688 8.95363 0.40119 7.61239 0.80807 -2.61333 2.34202 8.92874 8.95363 9.01317 -7.97136 1.44104 0.0057 2.74606 99.0 0.40118 9.23467 1.0043e-18
1330 0.01 1494226 0.68994 9.76497 1.36002 7.9225 0.10228 -1.94351 3.98559 9.61248 9.76497 15.02702 -8.43216 0.59584 0.23528 1.28817 99.0 1.35497 70.01165 3.7561000000000003e-19
1331 0.3 1494494 0.01148 8.77194 0.51121 7.1144 1.96867 -3.0131 2.13002 8.7506 8.77194 5.87716 -7.98114 1.48292 0.00394 3.02808 99.0 0.51069 129.38865 4.6833e-20
1332 0.3 1494547 0.01139 7.70524 0.44933 7.04172 0.09348 -1.69329 2.56458 7.68677 7.70524 0.50873 -7.98134 1.40008 0.0039 2.50138 99.0 0.44905 55.63026 3.5415e-19
1333 0.01 1494552 0.82905 9.00756 1.21574 7.72249 0.53582 -2.13961 2.47737 8.85071 9.00756 2.32603 -8.50508 0.75963 0.28569 2.29921 99.0 1.21238 7.52243 7.8259e-20
1334 0.01 1495492 0.59311 9.38843 1.34464 8.36426 0.14076 -2.10056 3.75379 9.24311 9.38843 7.26962 -8.37172 0.7222 0.20107 1.42603 99.0 1.33974 2.58585 1.9089000000000002e-19
1335 0.08 1495767 0.11057 8.30312 0.2411 7.58341 0.09739 -1.75519 2.69197 8.21468 8.30312 1.905 -7.94374 1.35987 0.037 2.3327 99.0 0.24105 23.76923 2.6921e-19
1336 0.05 1495860 0.15148 9.0314 1.16678 7.12713 0.47979 -2.39831 3.92217 8.93079 9.0314 8.29828 -7.95918 1.14348 0.05085 1.49891 99.0 1.16403 18.78762 1.1504e-19
1337 0.3 1495946 0.01074 7.40953 1.37769 6.47325 0.01846 -1.16554 2.7302 7.39113 7.40953 0.2575 -7.9788 1.37095 0.0037 2.33893 99.0 1.37392 52.89241 1.7911e-19
1338 0.29 1496033 0.01351 7.89046 1.19836 7.10078 0.07555 -1.70189 3.41823 7.86401 7.89046 0.77931 -7.97385 1.26177 0.0046 1.81667 99.0 1.19587 40.31341 2.1013e-19
1339 0.01 1496622 0.74614 10.01902 0.20723 7.92353 1.44038 -2.24703 1.89107 9.85859 10.01902 25.60977 -8.45944 0.912 0.25504 3.09579 99.0 0.20727 15.9147 2.1310000000000002e-19
1340 0.3 1497284 0.01044 8.33087 1.87032 7.14476 0.28385 -1.14731 3.97551 8.30983 8.33087 2.14844 -7.97805 1.18513 0.0036 1.52338 99.0 1.86538 174.58707 2.4011e-19
1341 0.01 1497695 1.04801 9.81395 0.10197 7.73165 0.08827 -2.33175 3.04402 9.64034 9.81395 10.94432 -8.59085 0.54938 0.36207 1.71391 99.0 0.10271 80.3978 7.947300000000001e-19
1342 0.3 1497715 0.01059 8.03989 0.23103 7.79062 1.09088 -1.77587 2.07434 8.02545 8.03989 1.09936 -7.9842 1.49447 0.00365 3.10948 99.0 0.23096 32.3841 9.8655e-20
1343 0.3 1497821 0.01011 8.29245 1.95728 7.23667 0.00447 -1.02933 3.77726 8.27199 8.29245 1.96654 -7.97842 1.21144 0.00349 1.61901 99.0 1.95274 589.26961 5.575800000000001e-19
1344 0.11 1497895 0.07686 9.40259 1.88069 8.00832 0.45538 -1.20528 3.99399 9.32091 9.40259 25.34229 -7.92475 1.18238 0.0257 1.49359 99.0 1.87395 108.84149 4.5578000000000005e-19
1345 0.3 1497977 0.01142 7.82521 1.44202 7.51475 0.03538 -1.28418 2.15202 7.80367 7.82521 0.6706 -7.97717 1.47861 0.00392 2.99737 99.0 1.4378 60.02687 9.475000000000002e-19
1346 0.14 1498072 0.061 10.03902 0.05682 7.38577 2.07845 -3.18762 2.35529 9.97361 10.03902 109.49251 -7.93947 1.43514 0.02038 2.71397 99.0 0.05684 40.89596 1.9292e-19
1347 0.3 1498503 0.01126 7.52305 0.20433 6.94307 0.04129 -1.7468 2.69088 7.50714 7.52305 0.33443 -7.98286 1.37775 0.00387 2.37563 99.0 0.20432 106.40903 2.2043000000000004e-19
1348 0.3 1498552 0.0103 7.58295 1.07051 7.34897 0.51164 -3.68972 1.89702 7.56572 7.58295 0.38388 -7.98112 1.53211 0.00355 3.39165 99.0 1.06964 155.75802 2.4320000000000003e-19
1349 0.3 1498775 0.01065 7.85326 1.01277 6.93614 0.29725 -2.97449 3.14139 7.8348 7.85326 0.71534 -7.98034 1.30368 0.00367 2.00244 99.0 1.01261 121.14679 1.575e-19
1350 0.0 1498956 1.61436 10.14946 1.44084 7.72592 0.31078 -3.21301 2.01847 9.95627 10.14946 14.06232 -8.78011 0.50986 0.5693 2.49297 99.0 1.43507 4.07428 1.7672e-18
1351 0.3 1499075 0.01035 8.14068 1.71114 6.61216 0.13781 -2.53726 3.5057 8.1208 8.14068 1.38652 -7.97883 1.24928 0.00357 1.76663 99.0 1.70625 413.49134 2.9882e-19
1352 0.3 1499077 0.01072 7.96507 0.23863 6.97286 0.31217 -2.12856 2.60572 7.94993 7.96507 0.92539 -7.98386 1.39272 0.00369 2.45932 99.0 0.23855 43.46757 3.3424000000000004e-19
1353 0.29 1499269 0.01268 7.53441 1.12746 6.44292 0.04543 -1.44752 2.83214 7.5121 7.53441 0.34329 -7.97554 1.35352 0.00432 2.2462 99.0 1.12591 49.02142 1.7884e-19
1354 0.27 1499338 0.01774 8.76263 0.69589 7.67656 0.92228 -1.93124 2.22 8.73391 8.76263 5.80598 -7.96914 1.46496 0.00602 2.90241 99.0 0.69486 13.05195 5.535600000000001e-19
1355 0.29 1499412 0.0127 7.83328 1.77963 7.12172 0.16951 -1.19977 3.95388 7.80418 7.83328 0.68317 -7.9733 1.18795 0.00433 1.53175 99.0 1.77445 70.17345 8.806300000000001e-20
1356 0.3 1499449 0.0102 7.95014 0.41426 7.55641 0.01953 -1.79524 2.96903 7.93557 7.95014 0.89411 -7.98413 1.33106 0.00352 2.13349 99.0 0.41418 199.84762 4.8163e-19
1357 0.23 1499684 0.02708 8.37936 0.44274 7.12628 0.31364 -3.81335 3.47942 8.33115 8.37936 2.40218 -7.96132 1.25271 0.00908 1.77577 99.0 0.44243 41.96612 2.2164e-19
1358 0.16 1500225 0.05035 8.41188 0.2214 6.31819 0.72887 -2.01565 1.60887 8.35129 8.41188 2.5858 -7.9397 1.59555 0.0169 3.9288 99.0 0.22136 28.68145 6.0047e-19
1359 0.3 1500389 0.01061 8.05765 1.65345 6.54924 0.01996 -1.11436 3.3168 8.03783 8.05765 1.14524 -7.97832 1.27693 0.00365 1.88265 99.0 1.64846 45.17457 4.4436e-19
1360 0.01 1500398 0.70902 9.88062 0.59738 7.80139 0.83435 -2.52037 2.27362 9.72194 9.88062 19.12698 -8.43932 0.86495 0.24125 2.62052 99.0 0.59827 25.76229 4.7196000000000005e-19
1361 -0.01 1500420 2.97427 10.20449 0.0502 0.92971 0.86582 -1.75964 1.72618 9.95261 10.20449 3.43269 -9.43456 -0.11157 1.428 2.29698 99.0 0.05072 102.91185 1.9747000000000002e-19
1362 0.01 1500439 1.13777 9.89109 1.25302 7.75632 1.32441 -2.58198 2.19458 9.7207 9.89109 12.33429 -8.62673 0.65833 0.3921 2.47825 99.0 1.24922 6.97973 7.366900000000001e-20
1363 0.01 1500459 0.4835 9.30329 1.13658 7.56142 0.40669 -3.34095 2.33803 9.16096 9.30329 7.24157 -8.30426 1.01619 0.16511 2.58585 99.0 1.13424 26.17524 4.8345e-19
1364 0.3 1500537 0.01038 7.81758 0.24263 7.19267 0.87189 -2.39057 1.94548 7.80347 7.81758 0.65891 -7.98455 1.52162 0.00358 3.31029 99.0 0.24255 165.39413 1.4192e-19
1365 0.03 1500636 0.24433 9.2166 0.54344 8.24273 0.76811 -2.41362 2.24317 9.09915 9.2166 10.05027 -8.07291 1.27099 0.08204 2.78506 99.0 0.54354 15.69835 3.5907000000000004e-19
1366 0.01 1500780 0.97807 9.39694 0.30484 8.54407 0.13527 -1.84433 2.76329 9.22884 9.39694 4.63224 -8.56268 0.62964 0.33701 1.96228 99.0 0.30517 14.9462 3.7637000000000003e-19
1367 0.01 1500798 0.80486 9.77113 0.19372 7.79847 1.22618 -1.63401 2.07494 9.60713 9.77113 13.06965 -8.49149 0.83752 0.27785 2.83816 99.0 0.19378 19.3325 1.4291e-19
1368 0.0 1500831 1.44475 9.64953 1.10009 8.39844 0.17202 -1.64456 2.73824 9.46887 9.64953 5.69435 -8.72257 0.4644 0.49828 1.83407 99.0 1.09837 11.06119 3.8094000000000005e-19
1369 0.3 1500890 0.01059 7.82533 1.67579 7.59062 0.03119 -1.13332 3.33322 7.80431 7.82533 0.67078 -7.97831 1.27448 0.00365 1.87218 99.0 1.67089 72.40696 2.4566e-19
1370 0.0 1500902 1.58882 9.63983 1.29638 7.30442 0.28582 -1.85279 3.22405 9.45323 9.63983 5.0683 -8.7708 0.32139 0.56104 1.37551 99.0 1.29203 28.0122 1.4296e-19
1371 0.05 1501004 0.15801 9.64995 1.28476 7.94944 0.68887 -2.51441 2.91258 9.54658 9.64995 34.78926 -7.96092 1.27258 0.05326 2.12716 99.0 1.28058 23.14037 6.363100000000001e-19
1372 0.3 1501120 0.01106 8.2857 0.41394 7.47743 0.61205 -2.59407 2.4916 8.26952 8.2857 1.93621 -7.98225 1.41332 0.0038 2.57841 99.0 0.41386 19.00594 3.9669000000000004e-19
1373 0.3 1501193 0.01015 9.79013 1.97026 6.68765 0.65434 -1.02006 3.99702 9.76946 9.79013 61.85579 -7.97828 1.18234 0.0035 1.51383 99.0 1.96573 328.56234 2.5516e-18
1374 0.15 1501242 0.05488 9.28713 0.53122 7.25043 1.25582 -2.87943 2.18326 9.22264 9.28713 19.42592 -7.94208 1.46851 0.01839 2.94022 99.0 0.53086 11.52081 4.4861e-19
1375 0.3 1501445 0.01044 7.8907 0.25009 7.60811 0.98868 -2.14069 2.06632 7.87664 7.8907 0.77975 -7.98442 1.49613 0.0036 3.12163 99.0 0.25 97.79444 9.497e-20
1376 0.3 1501516 0.01031 7.39916 0.97909 7.2851 0.30406 -3.47432 1.70573 7.38125 7.39916 0.25143 -7.9817 1.57514 0.00356 3.74515 99.0 0.97897 138.91417 3.1061000000000004e-19
1377 0.3 1501760 0.01038 7.9331 1.74272 6.81946 0.2244 -1.41364 3.15043 7.91266 7.9331 0.85971 -7.97847 1.30227 0.00358 1.99644 99.0 1.73768 169.38957 2.3058000000000004e-19
1378 0.0 1501803 1.29582 9.73294 0.46705 7.97994 0.6544 -2.83825 3.11847 9.54987 9.73294 7.65462 -8.67759 0.44216 0.44871 1.56584 99.0 0.46772 15.14011 1.0732000000000001e-19
1379 0.3 1501871 0.01093 7.84934 0.22763 7.28574 0.48936 -1.34379 2.98041 7.83428 7.84934 0.70891 -7.98346 1.32921 0.00376 2.12406 99.0 0.22757 232.32811 9.9564e-20
1380 0.01 1502197 1.07692 9.3145 0.05176 7.77317 0.5399 -2.38145 2.49402 9.13447 9.3145 3.46035 -8.59669 0.63734 0.37001 2.21919 99.0 0.05216 36.89679 1.5342000000000002e-19
1381 0.01 1502313 0.59123 9.21162 1.0482 7.64742 0.02326 -1.32893 3.01681 9.06435 9.21162 4.83331 -8.37141 0.8047 0.19997 1.90383 99.0 1.04736 53.62256 3.6660000000000004e-19
1382 0.3 1502363 0.01204 7.3624 1.07244 7.4265 0.05731 -1.63112 2.06021 7.33859 7.3624 0.23102 -7.97737 1.49739 0.00412 3.13079 99.0 1.07151 17.60428 3.2784e-19
1383 0.25 1502386 0.02138 7.44571 1.00746 6.62276 0.05142 -1.50378 3.08496 7.41216 7.44571 0.27987 -7.96288 1.31041 0.00727 2.03321 99.0 1.00734 62.13726 8.6464e-20
1384 0.3 1502537 0.01066 7.86201 0.21871 7.13742 0.10651 -1.16615 2.98335 7.84724 7.86201 0.72989 -7.98414 1.32874 0.00367 2.12166 99.0 0.21867 116.83454 2.8677000000000004e-19
1385 0.0 1502553 1.64471 9.46436 0.02328 8.00418 0.92168 -2.01684 1.55308 9.26173 9.46436 3.04808 -8.77848 0.62211 0.58733 3.43877 99.0 0.02334 41.41207 2.0499e-19
1386 0.3 1502677 0.01047 9.42333 0.44194 7.08256 1.11143 -3.87929 3.50867 9.40824 9.42333 26.5816 -7.98348 1.24885 0.00361 1.76481 99.0 0.44171 135.84244 4.5844e-19
1387 0.02 1502741 0.40661 10.16029 0.37834 7.6226 1.06891 -3.14172 2.41743 10.02085 10.16029 56.15113 -8.23468 1.05383 0.13654 2.51398 99.0 0.37838 12.85875 6.075700000000001e-19
1388 0.06 1502751 0.13341 8.49485 0.2168 7.90836 0.12317 -1.4537 2.67458 8.40357 8.49485 2.78521 -7.95126 1.35509 0.04462 2.3477 99.0 0.21677 22.57955 3.6523000000000003e-19
1389 0.3 1502789 0.01236 8.69143 0.28578 6.97419 0.67577 -2.22687 2.65256 8.67276 8.69143 4.92808 -7.98026 1.38445 0.00422 2.41193 99.0 0.28565 21.92222 6.0536e-19
1390 0.02 1502801 0.387 9.82461 0.60781 6.89611 0.57376 -2.81204 2.96943 9.69072 9.82461 28.87137 -8.22048 0.97936 0.13115 2.00683 99.0 0.60743 13.39404 5.910700000000001e-19
1391 0.3 1502815 0.0122 7.42613 1.26668 6.61947 0.02717 -1.30913 3.10927 7.40327 7.42613 0.26754 -7.97614 1.3087 0.00417 2.0249 99.0 1.26377 57.63159 1.1789e-19
1392 0.3 1502850 0.01067 7.64582 1.57587 7.06251 0.03338 -1.32188 3.45562 7.62613 7.64582 0.44368 -7.97851 1.25649 0.00367 1.79631 99.0 1.57105 107.9029 1.4189e-19
1393 0.3 1502864 0.01047 7.48558 0.27996 6.79326 0.28996 -1.38934 2.0834 7.47078 7.48558 0.30678 -7.98417 1.4926 0.00361 3.09622 99.0 0.27984 119.80055 2.3333000000000003e-19
1394 0.0 1503012 1.93587 10.28584 0.13304 4.70309 0.72477 -1.97309 2.77514 10.0798 10.28584 16.1014 -8.86599 0.28858 0.71418 1.59451 99.0 0.13385 63.16571 2.8358e-19
1395 0.06 1503047 0.13433 8.59356 0.00464 7.34547 0.00543 -2.42789 3.12538 8.49429 8.59356 3.65173 -7.93577 1.27567 0.0449 1.97245 99.0 0.005 330.96997 4.0850000000000003e-19
1396 0.28 1503133 0.01556 9.19595 0.70566 7.44415 1.92127 -3.81543 2.11143 9.1692 9.19595 15.74725 -7.97186 1.48685 0.00527 3.05294 99.0 0.70469 29.49206 1.2604000000000001e-19
1397 0.3 1503232 0.01197 7.86574 0.20783 7.11538 0.28693 -1.43591 2.95481 7.84831 7.86574 0.73619 -7.98135 1.33337 0.0041 2.14394 99.0 0.20781 41.60663 1.8133000000000002e-19
1398 0.0 1503418 1.51589 9.14286 0.03121 8.04864 0.53671 -2.26955 1.52196 8.94672 9.14286 1.62277 -8.73467 0.6839 0.5267 3.58597 99.0 0.0314 42.4879 3.2926000000000003e-19
1399 0.08 1503553 0.11085 9.31368 1.45321 7.42577 0.76729 -3.36461 3.97619 9.22253 9.31368 16.55644 -7.95586 1.17982 0.0371 1.49302 99.0 1.44765 21.801 1.2481e-19
1400 0.3 1503666 0.01051 7.98964 0.28017 7.63387 0.39025 -1.52516 2.96583 7.97442 7.98964 0.97925 -7.98399 1.33158 0.00362 2.13571 99.0 0.28006 72.05698 1.8985000000000002e-19
1401 0.3 1503742 0.01096 8.26782 1.82627 7.44339 0.39274 -1.18972 3.98129 8.24585 8.26782 1.85811 -7.97694 1.18438 0.00377 1.52068 99.0 1.82125 80.89453 1.5022000000000001e-19
1402 0.0 1503938 1.91201 9.85884 1.16874 7.6534 0.60633 -2.60473 1.69923 9.66387 9.85884 6.84151 -8.83811 0.52976 0.67211 3.00154 99.0 1.1661 2.7518 5.8976e-19
1403 0.01 1503983 1.15864 10.53274 0.31968 8.3139 0.743 -2.97625 3.07948 10.35342 10.53274 49.96707 -8.63895 0.49958 0.40385 1.64984 99.0 0.32006 49.04811 5.7885e-19
1404 0.3 1503989 0.01015 8.34396 1.95886 8.21442 0.01615 -1.03352 3.99672 8.32357 8.34396 2.21418 -7.97831 1.18238 0.0035 1.51401 99.0 1.95432 364.84546 5.057400000000001e-19
1405 0.08 1504017 0.10927 8.68699 0.42138 6.96167 0.53283 -3.61251 3.65027 8.59786 8.68699 3.90517 -7.96743 1.21275 0.03669 1.64563 99.0 0.42124 18.73012 7.647200000000001e-20
1406 0.3 1504039 0.0104 7.92772 0.21776 6.62569 1.05538 -1.9196 1.78234 7.91164 7.92772 0.84912 -7.98469 1.55759 0.00358 3.59662 99.0 0.21773 167.60447 1.2354e-19
1407 0.15 1504268 0.05605 8.92395 0.22409 6.96986 0.86475 -1.73103 2.3016 8.85769 8.92395 7.62201 -7.96249 1.44568 0.01874 2.77689 99.0 0.22409 32.47668 3.8113000000000003e-19
1408 0.3 1504287 0.01064 7.85974 0.20635 6.95515 0.04049 -1.23219 2.70447 7.84487 7.85974 0.72609 -7.98416 1.37539 0.00366 2.36304 99.0 0.20634 140.47959 4.781900000000001e-19
1409 0.3 1504435 0.01014 9.05848 1.97001 7.90026 0.80662 -1.02645 3.9975 9.03761 9.05848 11.47443 -7.9783 1.18227 0.0035 1.51364 99.0 1.96551 1097.56031 3.1575000000000003e-19
1410 0.26 1504474 0.0185 7.74542 0.84701 7.33859 0.0379 -1.46625 3.71561 7.71426 7.74542 0.55805 -7.96643 1.21911 0.00624 1.64388 99.0 0.84624 84.31151 1.0388000000000001e-19
1411 0.01 1504516 0.68708 9.07773 0.52097 7.48557 0.11526 -2.57891 3.30813 8.92438 9.07773 3.08135 -8.4361 0.688 0.23668 1.65459 99.0 0.52142 16.24429 1.4514000000000002e-19
1412 0.0 1504587 1.42241 9.6884 0.85571 8.3849 0.17074 -3.07457 1.60627 9.50692 9.6884 6.17478 -8.71065 0.68579 0.48954 3.40884 99.0 0.85676 3.46871 2.2284e-18
1413 0.0 1504887 2.40144 10.41785 0.05366 7.64846 1.28855 -1.77007 1.90959 10.19884 10.41785 19.51922 -8.92539 0.3839 0.84905 2.49743 99.0 0.05425 21.4674 2.5259000000000003e-19
1414 0.04 1505027 0.17685 9.84075 0.33057 7.27559 1.37028 -1.98929 2.98036 9.72872 9.84075 45.54568 -7.98853 1.24243 0.05934 2.06697 99.0 0.33058 16.87305 1.5057e-19
1415 0.01 1505133 0.49589 10.64452 0.77636 7.17345 1.33716 -2.55006 2.33123 10.505 10.64452 154.16955 -8.31059 0.98767 0.16906 2.58216 99.0 0.77674 14.35598 8.065300000000001e-19
1416 0.17 1505265 0.04456 7.80857 0.05551 7.08523 0.03908 -1.6801 2.88268 7.75401 7.80857 0.64539 -7.9468 1.34261 0.01495 2.18925 99.0 0.05555 10.13671 1.7899000000000001e-19
1417 0.3 1505266 0.01215 7.9665 0.2139 6.60356 0.17549 -1.3544 2.89398 7.94839 7.9665 0.92843 -7.98116 1.34334 0.00415 2.19406 99.0 0.21387 36.93966 3.2194e-19
1418 -0.01 1505267 3.82771 11.21152 0.07591 0.47457 1.01606 -1.31842 1.52614 10.92232 11.21152 1.06369 -10.88481 -1.56402 2.89081 1.25594 3.20974 0.07661 55.99285 5.2759e-20
1419 0.3 1505644 0.01054 7.49605 0.26449 7.14472 0.54882 -2.12223 1.74368 7.48069 7.49605 0.31427 -7.98401 1.56639 0.00363 3.66998 99.0 0.26439 156.18787 2.1222000000000003e-19
1420 0.17 1505892 0.04757 9.40993 0.50043 6.72491 0.63211 -2.68799 3.14193 9.34667 9.40993 25.77388 -7.94153 1.30304 0.01593 1.98856 99.0 0.50017 36.41661 9.577000000000001e-19
1421 0.27 1506456 0.01806 8.12107 0.46002 6.14582 0.69319 -2.30194 1.67985 8.08844 8.12107 1.3248 -7.97266 1.5724 0.0061 3.78332 99.0 0.45968 18.64983 4.9595e-19
1422 0.3 1506634 0.01062 8.15015 0.254 7.2381 1.16032 -1.69155 2.07799 8.13437 8.15015 1.41711 -7.98396 1.49372 0.00366 3.10428 99.0 0.2539 54.6235 1.0256e-19
1423 0.02 1506807 0.39344 9.90719 0.50891 7.71715 0.28253 -3.51008 3.62556 9.77135 9.90719 34.61153 -8.22744 0.87158 0.133 1.56704 99.0 0.50895 41.1323 8.252800000000001e-19
1424 0.02 1506886 0.3202 8.86283 0.53063 7.2709 0.07309 -2.5855 3.40203 8.73486 8.86283 3.66939 -8.15681 0.97959 0.10794 1.73458 99.0 0.53039 10.73109 2.0513e-19
1425 0.01 1506941 0.63638 9.39771 0.33723 7.47319 0.71651 -2.63707 1.56266 9.24167 9.39771 6.76425 -8.39876 1.05519 0.21649 3.81622 99.0 0.33735 18.40627 7.006100000000001e-19
1426 0.22 1507196 0.02857 8.93542 0.36929 7.64123 0.75854 -2.55576 2.96452 8.89224 8.93542 8.64302 -7.95672 1.33144 0.00959 2.1286 99.0 0.36923 12.85982 4.0897000000000006e-19
1427 0.3 1507199 0.01023 8.68542 1.97187 7.1813 0.17057 -1.01963 3.99532 8.66415 8.68542 4.86042 -7.97809 1.18256 0.00353 1.51455 99.0 1.96738 429.31508 7.371200000000001e-19
1428 0.05 1507555 0.16645 8.36828 0.69221 7.24802 0.07534 -2.48259 3.4265 8.26415 8.36828 1.74307 -7.97174 1.1894 0.0561 1.75902 99.0 0.69143 27.45512 1.0348000000000001e-19
1429 0.28 1507890 0.01563 7.63609 1.49199 6.79294 0.05703 -1.49498 3.7218 7.60611 7.63609 0.43385 -7.96879 1.21899 0.00529 1.6441 99.0 1.4871 59.02573 7.8005e-20
1430 0.03 1508235 0.29989 9.63652 0.43064 7.50545 0.24137 -2.48214 2.38764 9.51033 9.63652 21.15905 -8.1345 1.17665 0.10076 2.60431 99.0 0.43067 20.77453 2.3115e-18
1431 0.02 1508310 0.35947 8.82485 1.16829 7.39447 0.05437 -1.59299 2.52329 8.69216 8.82485 3.12878 -8.19398 1.07918 0.12104 2.41964 99.0 1.16558 43.18914 3.9022e-19
1432 0.01 1508821 0.84981 9.36424 0.68102 7.04391 0.37846 -2.3691 3.45891 9.19877 9.36424 4.94475 -8.5087 0.57982 0.29351 1.49874 99.0 0.68205 22.94525 9.5963e-20
1433 0.03 1508980 0.24036 8.89121 0.5622 7.23717 0.07976 -3.00205 2.83354 8.77435 8.89121 4.60687 -8.06966 1.16677 0.08129 2.16083 99.0 0.56213 4.50766 4.439500000000001e-19
1434 0.3 1509031 0.01109 8.24655 1.8164 6.54938 0.41285 -1.31367 3.7437 8.22339 8.24655 1.76929 -7.97696 1.216 0.00381 1.6358 99.0 1.81124 75.57507 1.612e-19
1435 0.2 1509154 0.03577 8.15522 1.25572 6.84798 0.19561 -2.14828 3.90008 8.10552 8.15522 1.43374 -7.95939 1.19179 0.01198 1.54301 99.0 1.25213 31.78306 1.0003000000000001e-19
1436 0.09 1509342 0.09919 9.78976 1.79694 6.9093 1.06102 -1.37851 3.06899 9.70012 9.78976 59.51222 -7.92425 1.30935 0.03317 2.02517 99.0 1.79021 65.54916 4.2063000000000004e-19
1437 0.0 1509460 1.27848 9.93049 0.44966 8.29953 1.8016 -1.94803 1.59705 9.74843 9.93049 11.77729 -8.67233 0.74033 0.44013 3.42072 99.0 0.44999 17.20364 5.5048e-20
1438 0.07 1509574 0.12504 10.33366 1.63556 6.59284 1.5395 -1.46117 3.83984 10.23661 10.33366 189.79947 -7.93271 1.18483 0.04192 1.54351 99.0 1.62883 28.62438 1.6305000000000002e-19
1439 0.02 1509859 0.44171 9.06359 1.72295 7.54265 0.73894 -2.0418 1.91504 8.92901 9.06359 3.96531 -8.28041 1.10442 0.1518 3.02903 99.0 1.71592 25.44611 1.6516000000000002e-19
1440 0.29 1509964 0.01276 8.13839 0.25469 6.50051 0.37813 -3.72225 3.14121 8.11849 8.13839 1.37925 -7.97954 1.30371 0.00435 2.00167 99.0 0.25459 31.76551 2.1872e-19
1441 0.3 1510343 0.01182 8.05222 0.98959 6.81101 0.16309 -3.54899 3.86898 8.02607 8.05222 1.13101 -7.97709 1.19911 0.00404 1.57207 99.0 0.98952 64.13937 1.6357000000000002e-19
1442 0.01 1510370 0.68078 9.20843 1.17131 7.49329 0.48757 -2.14451 2.95959 9.0507 9.20843 4.25557 -8.4353 0.75999 0.23389 1.90881 99.0 1.16851 8.50303 1.0125e-19
1443 0.3 1510371 0.01053 8.18836 0.21086 6.41017 0.24964 -1.94349 2.94167 8.17386 8.18836 1.54742 -7.9845 1.33551 0.00363 2.15542 99.0 0.21083 69.62949 4.487300000000001e-19
1444 0.11 1510446 0.08038 8.1756 0.23952 7.19483 0.23445 -2.56683 2.48569 8.10151 8.1756 1.40477 -7.98107 1.39329 0.0269 2.52058 99.0 0.23944 29.30313 2.6264e-19
1445 -0.01 1510638 2.14122 11.1296 0.0292 0.48882 0.71666 -3.6066 2.66273 10.87765 11.1296 18.92221 -9.60519 -0.47904 1.27695 1.12738 99.0 0.02941 74.14485 3.9916000000000004e-19
1446 0.13 1510854 0.06827 7.99192 0.45262 6.86891 0.08183 -2.6873 3.28091 7.92796 7.99192 0.9844 -7.94637 1.27502 0.02289 1.88008 99.0 0.45227 22.02368 1.1564e-19
1447 0.0 1510914 2.07199 9.29837 0.93635 8.41601 0.18714 -2.07968 2.0315 9.10104 9.29837 1.72578 -8.8769 0.42894 0.73202 2.43122 99.0 0.937 11.55931 2.9005000000000005e-19
1448 0.01 1510978 0.53718 9.7054 1.68841 7.89552 0.30335 -3.50985 3.0351 9.55713 9.7054 16.58669 -8.33807 0.83334 0.18303 1.89921 99.0 1.68154 32.31327 5.8044e-19
1449 0.0 1511107 3.51878 10.33423 1.67359 8.08803 0.6347 -2.13549 1.53163 10.11153 10.33423 10.4979 -9.09973 0.2881 1.27765 2.82701 99.0 1.66731 161.60193 1.1533e-18
1450 0.3 1511157 0.01128 8.5641 0.46782 6.89893 0.6146 -3.62089 3.13586 8.54643 8.5641 3.6758 -7.98158 1.30454 0.00387 2.00624 99.0 0.46744 23.81268 3.3229000000000002e-19
1451 0.09 1511530 0.09634 9.22022 0.46003 7.40903 0.58688 -2.28409 2.20227 9.13622 9.22022 15.68167 -7.93842 1.45988 0.03229 2.88863 99.0 0.45985 13.34125 1.2597e-18
1452 0.01 1511575 0.82588 9.82804 0.42138 7.599 0.96729 -1.95472 1.77819 9.66492 9.82804 14.44245 -8.5044 0.88718 0.28742 3.25225 99.0 0.42142 21.18498 4.9831e-19
1453 0.3 1511919 0.01041 8.21442 1.94105 6.72206 0.25588 -1.04774 3.99047 8.19248 8.21442 1.64313 -7.97777 1.18318 0.00359 1.5166 99.0 1.9364 292.14121 1.9439000000000002e-19
1454 0.3 1512078 0.01091 8.40191 0.35379 7.34557 1.18224 -2.66287 2.06043 8.38418 8.40191 2.53023 -7.98291 1.49735 0.00375 3.1301 99.0 0.35371 20.9596 1.896e-19
