 burst ID delayed:age delayed:massformed delayed:metallicity delayed:tau dust:Av nebular:logU redshift stellar_mass formed_mass sfr ssfr nsfr mass_weighted_age tform tquench mass_weighted_zmet chisq_phot continuum
5607 0.02 2600221 0.3431 8.88945 0.32675 7.84438 0.13777 -1.80584 2.8657 8.75817 8.88945 3.58146 -8.18068 1.03591 0.11574 2.10606 99.0 0.32678 17.16564 2.9771000000000004e-19
5608 0.0 2600569 2.40899 10.60764 1.22423 2.5271 1.12101 -1.70307 2.39741 10.39706 10.60764 22.22283 -9.01149 0.21119 0.94222 1.74739 99.0 1.22096 33.76875 1.7529000000000001e-19
5609 -0.03 2600606 1.1005 9.32414 0.03162 0.22446 0.39504 -2.69357 1.54356 9.09923 9.32414 0.33137 -9.57493 -0.1932 0.70244 3.39721 99.0 0.0319 33.46485 1.0065000000000001e-19
5610 0.2 2600664 0.03457 7.74284 0.87867 6.31883 0.16073 -1.85608 2.60954 7.70415 7.74284 0.55474 -7.95746 1.38741 0.01171 2.44056 99.0 0.87804 27.13918 1.4524e-19
5611 0.01 2600817 0.78864 9.59877 0.06965 7.92146 0.76057 -2.13776 1.54638 9.43457 9.59877 9.01338 -8.47942 0.96402 0.26958 3.80103 99.0 0.0703 16.68556 9.4395e-19
5612 0.3 2600867 0.01109 8.35713 0.71866 7.26951 0.72766 -1.85341 2.79421 8.3383 8.35713 2.28235 -7.98072 1.36002 0.00381 2.28053 99.0 0.7178 29.17824 2.254e-19
5613 0.3 2600997 0.01029 9.25891 1.9311 7.17003 1.37777 -1.04065 3.99548 9.23827 9.25891 18.2039 -7.97809 1.18254 0.00355 1.51449 99.0 1.9264 319.09988 1.0636000000000001e-19
5614 0.05 2601121 0.15041 8.42444 1.3844 7.08067 0.27303 -2.47605 3.972 8.32634 8.42444 1.92068 -7.9685 1.13071 0.05067 1.4803 99.0 1.37911 46.18557 4.819e-20
5615 0.3 2601184 0.01182 8.10243 1.53953 7.00396 0.20657 -1.28338 3.32523 8.07895 8.10243 1.26965 -7.97624 1.27567 0.00405 1.87672 99.0 1.53416 31.30131 2.7405000000000005e-19
5616 0.3 2601185 0.01157 8.61924 1.66051 6.92541 0.56371 -3.59597 3.64511 8.59584 8.61924 4.17344 -7.97646 1.22958 0.00396 1.68733 99.0 1.65567 41.2069 2.7643e-19
5617 -0.05 2601199 2.70052 11.52954 0.06985 0.15009 1.31967 -2.84912 1.95389 11.24303 11.52954 0.00138 -14.07516 -4.82529 2.39773 0.92213 1.63715 0.07046 49.23522 4.7371e-22
5618 0.1 2601388 0.08849 9.66025 0.45394 6.3677 0.82405 -2.63869 2.99816 9.58168 9.66025 45.79166 -7.93111 1.32313 0.02963 2.0808 99.0 0.4536 15.23871 7.6756e-19
5619 0.0 2601603 2.77871 9.32297 0.05235 7.18343 0.48613 -2.13713 1.52275 9.09702 9.32297 1.29854 -8.98694 0.40241 0.98941 3.13713 99.0 0.05288 36.14281 2.9312e-19
5620 0.02 2601646 0.34252 9.72714 1.19396 7.5507 0.78204 -2.62751 3.9646 9.59724 9.72714 23.91929 -8.18287 0.87083 0.11722 1.41876 99.0 1.19084 29.05842 1.1462e-19
5621 0.28 2601883 0.01482 9.01919 0.66935 7.05557 1.39664 -1.64068 2.08403 8.99419 9.01919 10.48184 -7.97337 1.49243 0.00503 3.09263 99.0 0.66836 8.313 3.7135000000000005e-19
5622 0.08 2601957 0.10411 9.43317 1.66228 7.45998 0.88687 -1.30857 3.98984 9.34293 9.43317 25.44199 -7.92886 1.18205 0.03476 1.48814 99.0 1.6556 127.97892 1.1999e-19
5623 0.03 2602073 0.24593 8.78187 0.36706 7.6639 0.60622 -3.50016 1.85823 8.66288 8.78187 3.52881 -8.07754 1.35546 0.08319 3.36892 99.0 0.36704 11.92103 3.9504000000000004e-19
5624 0.26 2602075 0.02006 8.8583 0.21638 8.46025 0.98145 -1.75357 2.58399 8.828 8.8583 7.23689 -7.96768 1.3966 0.00676 2.47864 99.0 0.21634 46.14154 3.5409000000000003e-19
5625 0.3 2602274 0.01026 8.06292 1.46763 7.0373 0.00926 -1.10103 3.26922 8.04366 8.06292 1.15922 -7.97968 1.28408 0.00354 1.9144 99.0 1.46335 163.3583 4.9984000000000005e-19
5626 0.01 2602283 0.95536 9.86509 0.37241 7.66657 0.42943 -3.24584 3.95103 9.69467 9.86509 13.63226 -8.55862 0.45941 0.3306 1.21535 99.0 0.37254 27.51147 1.5936000000000002e-19
5627 0.0 2602321 1.53744 9.13978 0.87088 8.2857 0.3166 -2.5975 2.46555 8.95475 9.13978 1.64792 -8.74515 0.48236 0.53271 2.05404 99.0 0.87192 6.10628 1.0747000000000001e-19
5628 0.29 2602355 0.0128 7.71771 1.47737 6.85636 0.03892 -1.31591 2.88176 7.69176 7.71771 0.52355 -7.9743 1.34536 0.00437 2.2031 99.0 1.47278 8.76599 2.661e-19
5629 0.3 2602432 0.01169 8.9176 1.67732 6.69518 0.49245 -1.49494 3.97832 8.89365 8.9176 8.29566 -7.97597 1.18476 0.00401 1.52112 99.0 1.67143 38.33616 4.767e-19
5630 0.02 2602433 0.40547 8.86395 0.42866 7.57069 0.11624 -3.32576 3.33988 8.73152 8.86395 3.09 -8.23566 0.9058 0.13707 1.73767 99.0 0.42863 20.61245 1.5845e-19
5631 0.26 2602498 0.01852 7.52431 1.39382 7.03329 0.07803 -1.59025 3.13406 7.49617 7.52431 0.3354 -7.9647 1.30482 0.00625 2.00398 99.0 1.3891 13.25706 9.5064e-20
5632 0.3 2602538 0.01024 8.56622 1.95857 7.61571 0.44638 -1.0342 3.99552 8.54541 8.56622 3.69381 -7.97814 1.18253 0.00353 1.51448 99.0 1.95401 195.6389 2.6651e-19
5633 0.15 2602603 0.05731 8.31596 0.05313 7.40023 0.0387 -1.31749 2.66944 8.24827 8.31596 2.07592 -7.94158 1.37822 0.01916 2.37557 99.0 0.05316 55.00732 5.982200000000001e-19
5634 0.02 2602625 0.45971 9.74619 0.50769 8.07388 0.79952 -3.07465 3.15826 9.60358 9.74619 19.70738 -8.28001 0.88032 0.15596 1.82798 99.0 0.50806 11.32831 1.889e-19
5635 0.16 2602647 0.04965 8.63333 0.37183 7.71906 0.98622 -1.79905 2.09246 8.57608 8.63333 4.24957 -7.95745 1.48706 0.01669 3.06022 99.0 0.37179 63.87958 2.2579e-19
5636 0.22 2602703 0.02915 8.59218 0.22577 4.58908 1.22086 -1.52097 2.07949 8.54863 8.59218 3.92129 -7.95634 1.49338 0.00978 3.09543 99.0 0.22572 84.73083 1.525e-19
5637 0.0 2602792 1.33454 10.65207 0.0352 8.34067 2.49316 -2.79252 1.72969 10.45455 10.65207 62.64792 -8.68715 0.68847 0.46917 3.19006 99.0 0.03531 19.1863 4.5943e-20
5638 0.3 2602880 0.01127 8.5489 1.80556 7.00949 0.37985 -1.67083 3.94747 8.5249 8.5489 3.54934 -7.9767 1.18879 0.00387 1.53578 99.0 1.80047 60.75243 2.9114e-19
5639 0.01 2602924 0.57759 8.81648 0.19474 7.6127 0.23715 -1.71296 2.85543 8.66743 8.81648 1.6596 -8.361 0.83397 0.1949 2.02928 99.0 0.19479 39.91123 1.3409000000000002e-19
5640 0.3 2602989 0.01186 8.25857 0.19898 6.8569 0.67301 -1.90188 2.71246 8.24027 8.25857 1.81894 -7.98172 1.37401 0.00406 2.35423 99.0 0.19898 35.85277 2.1592000000000003e-19
5641 0.0 2603245 1.52465 9.25035 1.1552 7.48914 0.22196 -2.57325 2.68243 9.06659 9.25035 2.15171 -8.74735 0.43638 0.53136 1.86644 99.0 1.15261 8.81413 1.3834000000000001e-19
5642 0.01 2603694 0.62991 9.44798 1.27219 7.53412 0.57727 -2.14044 3.59697 9.30064 9.44798 7.94171 -8.40264 0.66757 0.21848 1.49017 99.0 1.26804 18.07185 7.5163e-20
5643 0.07 2604256 0.11651 9.13019 1.01905 7.62324 0.64943 -3.23895 3.67808 9.03511 9.13019 11.70133 -7.93829 1.20948 0.03892 1.62754 99.0 1.01871 18.9027 1.3596000000000002e-19
5644 0.29 2604494 0.01284 7.22366 0.90979 6.86604 0.03377 -1.47865 2.30897 7.20205 7.22366 0.16784 -7.97543 1.44751 0.00438 2.78939 99.0 0.90934 38.88416 1.6652000000000002e-19
5645 0.3 2604765 0.01044 8.28251 1.58472 6.57905 0.27674 -3.16557 3.64855 8.26233 8.28251 1.92203 -7.97892 1.2291 0.0036 1.68628 99.0 1.5799 119.59169 2.86e-19
5646 0.3 2604854 0.01182 7.76309 0.33786 7.38104 0.77104 -2.21626 1.9778 7.74409 7.76309 0.58121 -7.98091 1.51471 0.00405 3.25805 99.0 0.33776 24.54223 1.4838e-19
5647 0.29 2604898 0.01303 7.62127 0.22885 7.15128 0.19822 -1.99752 2.72469 7.60222 7.62127 0.4193 -7.97896 1.3719 0.00444 2.34207 99.0 0.22879 26.64826 1.6356000000000002e-19
5648 0.29 2605005 0.01334 8.91243 1.83678 7.29733 1.1468 -1.13487 3.9774 8.88634 8.91243 8.19755 -7.97172 1.18488 0.00455 1.52036 99.0 1.83108 43.66739 7.542e-20
5649 0.01 2605118 0.91112 9.38654 1.17339 7.29908 0.34892 -2.25127 3.46356 9.21934 9.38654 5.03504 -8.54535 0.54428 0.31922 1.48359 99.0 1.17062 21.7167 1.0075000000000001e-19
5650 0.3 2605234 0.01012 10.52387 1.97257 6.9916 1.76634 -1.0253 3.99723 10.50335 10.52387 335.05742 -7.97834 1.18231 0.0035 1.51373 99.0 1.96806 1640.46214 6.9348e-19
5651 -0.0 2605287 2.09874 10.54729 0.09711 1.89825 0.59213 -2.18361 2.79564 10.3283 10.54729 21.83615 -8.96864 0.17418 0.82459 1.46211 99.0 0.09809 38.88004 5.265100000000001e-19
5652 0.03 2605798 0.24569 8.39368 0.19716 7.68233 0.60911 -2.13961 1.81886 8.26809 8.39368 1.21111 -8.07411 1.34517 0.08238 3.35513 99.0 0.19718 22.32619 1.3951000000000001e-19
5653 0.01 2605960 0.69007 10.62681 0.72721 7.81276 1.65387 -2.45578 2.02322 10.47167 10.62681 109.47276 -8.43557 0.91558 0.23796 2.93712 99.0 0.72801 26.29938 3.8751000000000004e-19
5654 0.01 2606025 1.15601 9.10063 1.12311 8.01697 0.25245 -2.37847 2.74056 8.92137 9.10063 2.03433 -8.64308 0.54356 0.4077 1.93597 99.0 1.12104 4.33804 1.1074000000000001e-19
5655 0.3 2606347 0.0106 7.72134 0.22437 6.99726 0.21474 -1.76638 2.2995 7.70702 7.72134 0.52794 -7.98418 1.44948 0.00365 2.8033 99.0 0.22432 68.47579 3.5472000000000004e-19
5656 0.11 2606464 0.08313 9.20172 1.66676 7.25278 0.61237 -2.44147 3.7381 9.12236 9.20172 15.80932 -7.93077 1.21017 0.02796 1.60628 99.0 1.6597 22.24227 2.2077e-19
5657 0.02 2606746 0.38373 8.67054 0.10884 7.49405 0.10798 -3.05921 2.60257 8.53697 8.67054 1.87748 -8.21608 1.04563 0.12947 2.31823 99.0 0.109 8.95734 2.3132000000000003e-19
5658 0.29 2607414 0.0128 7.11419 0.71778 6.52833 0.0392 -2.23919 1.82881 7.09312 7.11419 0.13045 -7.97611 1.54635 0.00437 3.50983 99.0 0.7169 61.85255 2.7359e-19
5659 0.01 2607415 0.4829 9.14529 0.51002 7.55789 0.22025 -1.51098 2.89438 9.00123 9.14529 4.99239 -8.29855 0.9008 0.16368 2.03109 99.0 0.51066 19.11522 2.7365000000000003e-19
5660 0.3 2607424 0.01221 7.98668 1.82291 7.43709 0.15537 -1.15231 3.96645 7.96185 7.98668 0.9726 -7.97417 1.18631 0.00417 1.52633 99.0 1.81765 135.55805 1.3817000000000002e-19
5661 0.3 2607623 0.0107 8.32616 0.22273 7.29887 0.40376 -1.33376 2.65691 8.31107 8.32616 2.12526 -7.98405 1.38368 0.00368 2.40866 99.0 0.22268 22.5448 5.434100000000001e-19
5662 0.28 2607920 0.01556 8.94222 0.45527 6.71279 1.09936 -1.45869 2.92164 8.91703 8.94222 8.77951 -7.97373 1.3387 0.00527 2.16729 99.0 0.45496 24.8523 2.3432000000000004e-19
5663 0.29 2608579 0.01373 8.66166 0.58247 6.8102 0.52355 -3.40821 3.39085 8.63967 8.66166 4.6016 -7.97578 1.2659 0.00467 1.83404 99.0 0.58169 24.32311 3.8178000000000005e-19
5664 0.3 2608702 0.01103 7.59867 1.12556 7.30104 0.02055 -3.25153 3.15196 7.57738 7.59867 0.39803 -7.97897 1.30204 0.00379 1.99514 99.0 1.12401 74.00687 1.7583000000000003e-19
5665 0.0 2608844 1.51976 9.44853 0.8072 7.51309 0.24739 -1.74578 3.04823 9.25881 9.44853 3.32511 -8.74832 0.37852 0.53102 1.53216 99.0 0.80853 27.32775 1.3349000000000002e-19
5666 0.3 2609209 0.01058 7.62264 0.49451 7.01427 0.43865 -2.47926 2.06382 7.60614 7.62264 0.42062 -7.98235 1.49665 0.00364 3.12537 99.0 0.49405 55.00198 2.4401000000000004e-19
5667 0.02 2609260 0.35945 9.16316 0.8285 7.44908 0.54342 -1.65563 2.50367 9.03525 9.16316 6.26618 -8.19389 1.07521 0.12106 2.4199 99.0 0.82852 21.60703 2.3692000000000003e-19
5668 0.0 2609261 1.93679 9.80864 0.02314 7.89424 1.11182 -2.15295 1.52103 9.59449 9.80864 5.85152 -8.83462 0.57119 0.68349 3.45316 99.0 0.02321 25.89694 2.5231000000000003e-19
5669 0.14 2609359 0.05763 8.83377 1.67736 7.18288 0.468 -2.18367 3.23918 8.76593 8.83377 6.83946 -7.93504 1.28482 0.01927 1.90985 99.0 1.67064 16.91492 3.0397000000000004e-19
5670 0.0 2609511 1.283 10.38891 0.0589 8.32137 2.07442 -1.76462 1.76987 10.19797 10.38891 32.74709 -8.67278 0.69643 0.45009 3.14129 99.0 0.05945 37.79102 6.7674e-20
5671 0.0 2609514 2.23405 11.04499 0.3521 8.38075 2.24686 -3.62126 1.92158 10.83724 11.04499 89.23075 -8.90396 0.41568 0.79183 2.55725 99.0 0.35241 26.34708 7.8289e-20
5672 0.03 2609553 0.23523 10.02852 0.86094 7.6823 1.29442 -3.06682 1.6266 9.9177 10.02852 67.31332 -8.06136 1.41044 0.07908 3.81413 99.0 0.86064 66.69667 1.367e-18
5673 0.3 2609702 0.01164 8.75767 1.75126 7.16961 0.5165 -3.46823 3.50323 8.73328 8.75767 5.74007 -7.97607 1.24963 0.00399 1.76722 99.0 1.74584 49.18683 4.911e-19
5674 0.01 2609708 0.97697 9.37558 0.18608 8.13458 0.68074 -3.06597 1.5533 9.20296 9.37558 4.48447 -8.55837 0.88318 0.33414 3.76096 99.0 0.18627 32.39065 5.5408e-19
5675 0.0 2609743 2.01649 9.80704 0.02452 7.03279 1.03104 -1.96997 1.67829 9.59658 9.80704 5.50389 -8.86941 0.50081 0.72382 3.11282 99.0 0.0246 27.51563 2.5093000000000004e-19
5676 0.09 2610050 0.0996 9.22714 1.61294 7.66247 0.90554 -2.02176 3.90392 9.13669 9.22714 14.80027 -7.94531 1.18508 0.03358 1.52176 99.0 1.60646 37.75791 8.0529e-20
5677 0.3 2610103 0.01107 7.25924 1.11646 6.77518 0.04298 -1.47444 2.00522 7.23867 7.25924 0.18217 -7.97878 1.5089 0.0038 3.21463 99.0 1.11503 20.69372 3.0639000000000003e-19
5678 0.0 2610113 1.44475 9.63116 0.26236 8.48543 0.20455 -1.89431 2.77501 9.44519 9.63116 5.37868 -8.71774 0.45738 0.50356 1.79659 99.0 0.26273 12.46012 3.5976000000000003e-19
5679 0.13 2610420 0.06437 8.13017 1.03028 7.28515 0.10145 -1.71561 3.16114 8.06164 8.13017 1.35337 -7.94388 1.29193 0.02172 1.96162 99.0 1.02975 15.44996 1.5526e-19
5680 0.07 2610583 0.12041 8.28516 1.73977 7.38409 0.40226 -3.67186 1.59433 8.18573 8.28516 1.68989 -7.92292 1.55198 0.04039 3.93142 99.0 1.73281 23.28591 4.587500000000001e-19
5681 0.27 2610618 0.01678 7.78239 0.20968 7.02378 0.06825 -1.71361 2.93871 7.7577 7.78239 0.60762 -7.97272 1.33592 0.00568 2.15476 99.0 0.20966 83.84473 2.3841e-19
5682 0.3 2610635 0.01125 7.69349 1.35221 6.92908 0.32171 -2.44227 2.17565 7.67063 7.69349 0.49515 -7.9781 1.47386 0.00386 2.96515 99.0 1.34861 35.27671 3.5191e-19
5683 0.3 2610792 0.01138 8.81317 0.21833 6.01174 0.74587 -1.73626 2.93499 8.79699 8.81317 6.52264 -7.98261 1.3366 0.0039 2.16009 99.0 0.21829 73.00515 4.8880000000000005e-19
5684 0.3 2610867 0.01142 7.8869 0.31887 6.9092 0.61237 -1.58922 2.92083 7.86615 7.8869 0.77295 -7.98192 1.33892 0.00391 2.17216 99.0 0.31875 51.48195 9.5579e-20
5685 0.01 2610886 1.00382 9.65032 1.03029 6.98775 0.38895 -2.21091 3.39132 9.48516 9.65032 8.70447 -8.57992 0.516 0.34547 1.50457 99.0 1.02973 4.64786 1.7243e-19
5686 0.25 2611051 0.02125 8.31743 0.34815 5.48131 1.46839 -3.39276 1.92759 8.28703 8.31743 2.06749 -7.9679 1.52012 0.00716 3.32911 99.0 0.34807 14.63839 7.1362e-20
5687 0.16 2611196 0.04877 9.12542 0.38692 7.39541 0.82582 -1.91101 2.07753 9.06754 9.12542 13.38675 -7.94448 1.49291 0.0163 3.08793 99.0 0.3869 83.38252 1.0759e-18
5688 0.3 2611363 0.01098 7.92087 1.80897 7.08395 0.22858 -1.28535 3.76853 7.89582 7.92087 0.83583 -7.97713 1.21263 0.00377 1.62293 99.0 1.80359 131.66539 1.2101e-19
5689 0.3 2611452 0.01216 8.60493 1.69439 7.1578 0.61304 -1.42698 3.78202 8.57787 8.60493 4.03811 -7.97547 1.2108 0.00415 1.61597 99.0 1.68925 96.31457 1.7754000000000001e-19
5690 0.28 2611508 0.01553 7.67064 0.19264 7.18154 0.08573 -1.88455 2.60175 7.6455 7.67064 0.46977 -7.97522 1.39313 0.00527 2.45971 99.0 0.19265 40.46374 2.602e-19
5691 0.01 2611517 0.99781 9.92404 0.83765 7.35704 0.65782 -2.61572 3.72691 9.75704 9.92404 15.80709 -8.57462 0.47766 0.34079 1.32248 99.0 0.83838 7.65099 1.1749000000000002e-19
5692 0.3 2611594 0.01037 8.38437 1.89287 7.20022 0.27028 -1.11128 3.98948 8.36372 8.38437 2.43009 -7.97808 1.18331 0.00358 1.51712 99.0 1.88811 157.02954 2.8123000000000003e-19
5693 0.3 2611687 0.01067 8.80624 1.94611 7.47795 0.77633 -1.04719 3.9707 8.78333 8.80624 6.41933 -7.97715 1.18576 0.00367 1.52566 99.0 1.94146 315.28712 1.8824e-19
5694 0.3 2611688 0.01052 8.08563 1.93862 7.20209 0.06384 -1.04492 3.97208 8.06331 8.08563 1.22147 -7.97751 1.18558 0.00363 1.52499 99.0 1.93389 231.20709 2.4329e-19
5695 0.29 2611700 0.01371 8.10946 0.81527 7.02728 1.37456 -3.19648 1.82899 8.08584 8.10946 1.29037 -7.97405 1.54699 0.00466 3.50616 99.0 0.81452 42.25773 7.1236e-20
5696 0.3 2611939 0.01046 9.22258 1.89184 6.01744 0.98289 -1.07692 3.99404 9.20239 9.22258 16.74291 -7.97784 1.18272 0.00361 1.51505 99.0 1.88705 374.20251 2.8163000000000005e-19
5697 0.01 2612027 0.80131 9.32634 1.03667 7.4898 0.19376 -1.95435 3.35915 9.16443 9.32634 4.8524 -8.49833 0.61263 0.279 1.56632 99.0 1.03601 17.76749 1.5446e-19
5698 0.01 2612180 0.81479 9.66849 0.22736 7.83287 0.90703 -1.79669 2.02509 9.50505 9.66849 10.38907 -8.49843 0.85333 0.28108 2.95477 99.0 0.22741 28.33339 3.3867000000000003e-19
5699 0.01 2612181 0.78542 10.56864 0.39108 7.40453 1.54673 -2.94817 1.93275 10.4061 10.56864 83.07878 -8.48972 0.87557 0.27304 3.06166 99.0 0.39113 51.1397 4.7242e-19
5700 0.24 2612188 0.02283 7.68836 0.2856 7.25863 0.04689 -2.94375 3.37645 7.65627 7.68836 0.48934 -7.9639 1.26775 0.00767 1.83801 99.0 0.28548 47.0924 1.1594000000000002e-19
5701 0.0 2612328 1.41852 9.76262 1.50288 8.76796 0.04022 -2.83764 3.02423 9.57926 9.76262 7.49128 -8.71348 0.42762 0.49042 1.59911 99.0 1.4968 20.46515 5.0299e-19
5702 0.3 2612336 0.01081 8.52696 1.85004 6.7656 0.76342 -1.14038 3.82598 8.50335 8.52696 3.37447 -7.97744 1.20488 0.00372 1.59446 99.0 1.84488 209.97359 1.0106000000000001e-19
5703 0.3 2612348 0.0102 8.00912 0.28521 7.06508 0.69913 -2.75229 1.70806 7.99527 8.00912 1.02417 -7.98476 1.5746 0.00352 3.74056 99.0 0.28509 326.82347 5.027e-19
5704 0.08 2612367 0.10231 9.4229 1.66108 7.01409 1.11124 -1.50626 3.97308 9.33618 9.4229 24.6283 -7.92961 1.18243 0.0346 1.49583 99.0 1.65426 49.83227 6.7629e-20
5705 0.3 2612417 0.01043 7.792 0.6773 7.28746 0.90992 -2.88703 1.95202 7.77493 7.792 0.62122 -7.98232 1.52021 0.0036 3.29972 99.0 0.67644 116.47425 1.2069e-19
5706 0.01 2612551 1.03336 9.25304 0.83876 7.32267 0.27434 -2.19146 3.54438 9.08021 9.25304 3.19712 -8.59582 0.46722 0.36251 1.35259 99.0 0.83924 15.20334 7.1651e-20
5707 0.03 2612666 0.22257 8.96982 0.41152 7.56809 0.64791 -2.83002 1.59662 8.85118 8.96982 5.80136 -8.04869 1.42727 0.07513 3.88746 99.0 0.41151 10.25288 7.936700000000001e-19
5708 0.3 2613335 0.01017 8.17684 1.90371 7.18208 0.00501 -1.03317 3.87371 8.15651 8.17684 1.5069 -7.97846 1.19851 0.00351 1.57145 99.0 1.899 177.58053 3.8849e-19
5709 0.3 2613342 0.01054 8.40535 1.90634 7.06226 0.38783 -1.08965 3.98223 8.38417 8.40535 2.55032 -7.97771 1.18425 0.00363 1.52012 99.0 1.9015 110.42721 2.1282000000000002e-19
5710 0.3 2613353 0.01018 9.06817 1.96566 7.55917 0.44633 -1.03331 3.99438 9.04752 9.06817 11.7333 -7.97823 1.18268 0.00351 1.515 99.0 1.96112 239.97401 8.4939000000000005e-19
5711 0.02 2613407 0.47337 9.79748 1.44197 6.98234 0.45604 -2.23728 2.08582 9.65765 9.79748 23.49962 -8.28894 1.06468 0.15955 2.94043 99.0 1.43624 34.39183 1.844e-18
5712 0.01 2613516 0.66564 10.04309 0.21253 7.95828 0.46163 -1.85288 3.00841 9.89053 10.04309 29.31364 -8.41874 0.74958 0.22874 1.8784 99.0 0.21258 20.24905 7.751200000000001e-19
5713 0.03 2613534 0.27499 10.59205 0.31512 7.3101 1.30759 -3.15225 2.37465 10.46889 10.59205 216.52149 -8.11295 1.20428 0.09338 2.61187 99.0 0.31509 26.34403 1.3885e-18
5714 0.0 2613583 2.37897 9.32244 0.62782 7.70084 0.56199 -3.03623 1.87456 9.11689 9.32244 1.60912 -8.93492 0.3952 0.85125 2.62531 99.0 0.62886 17.53875 1.3647000000000001e-19
5715 0.22 2613632 0.02837 7.66426 1.21201 6.67071 0.10941 -1.57615 3.36333 7.62142 7.66426 0.46293 -7.95878 1.25442 0.00951 1.82667 99.0 1.20907 50.58829 5.5241e-20
5716 0.0 2613697 1.60287 9.41175 0.01895 7.03899 0.54174 -2.19671 1.52082 9.20849 9.41175 2.85027 -8.76433 0.64702 0.56305 3.57187 99.0 0.01896 34.47656 5.890300000000001e-19
5717 0.3 2613753 0.01108 7.5264 0.39008 7.18331 0.5694 -2.15344 2.05336 7.50837 7.5264 0.33701 -7.98229 1.49882 0.0038 3.14038 99.0 0.39006 37.99741 1.4780000000000002e-19
5718 -0.05 2613762 1.92474 9.58571 0.00894 0.15398 0.09401 -2.7953 1.53865 9.31012 9.58571 0.00224 -11.98944 -2.67111 1.62709 2.4349 3.25049 0.00901 67.16038 2.4686999999999998e-21
5719 0.29 2613814 0.01289 7.62638 1.29339 7.22246 0.05115 -1.4164 3.08337 7.60066 7.62638 0.42426 -7.97488 1.31274 0.00439 2.04444 99.0 1.28996 24.28168 1.6311e-19
5720 0.05 2614090 0.16697 9.26698 0.25936 6.52792 0.99801 -1.74582 2.07641 9.16193 9.26698 12.96547 -7.975 1.41763 0.0558 3.03773 99.0 0.25929 25.41161 3.4907000000000004e-19
5721 0.3 2614118 0.01172 7.83948 0.22654 7.11318 0.61895 -2.25388 2.0535 7.82242 7.83948 0.693 -7.98184 1.49879 0.00402 3.1396 99.0 0.22649 14.73103 2.3341000000000003e-19
5722 0.3 2614131 0.01111 7.85268 0.24743 7.5008 0.85451 -1.42156 2.0796 7.8353 7.85268 0.71438 -7.98289 1.49338 0.00381 3.10121 99.0 0.24735 45.77514 1.1594000000000002e-19
5723 0.16 2614166 0.04968 8.7553 0.2595 7.07018 0.83944 -1.84713 2.83381 8.69306 8.7553 5.66122 -7.95236 1.34422 0.01668 2.21917 99.0 0.2594 23.0391 1.6907000000000001e-19
5724 -0.01 2614198 3.46471 10.70852 0.03051 0.53595 0.54541 -3.01932 1.51216 10.41986 10.70852 1.05035 -10.39914 -1.06718 2.42897 1.74372 3.99899 0.03069 868.42978 2.0209e-19
5725 0.04 2614248 0.17896 8.37728 0.11596 7.36311 0.29323 -2.02435 1.97575 8.26666 8.37728 1.51101 -7.9913 1.42039 0.06018 3.17883 99.0 0.1161 13.21304 3.6612000000000003e-19
5726 0.02 2614252 0.38945 8.71301 1.19254 7.73918 0.23603 -2.18005 2.4262 8.57643 8.71301 2.06375 -8.22024 1.07399 0.1308 2.49935 99.0 1.18992 7.29675 1.8949000000000003e-19
5727 0.3 2614262 0.01045 7.47825 0.41105 7.08476 0.01586 -2.90474 2.06574 7.46246 7.47825 0.30165 -7.98349 1.49625 0.0036 3.12234 99.0 0.41098 110.41585 5.4739e-19
5728 0.3 2614263 0.01175 7.83797 0.56641 7.59335 0.24355 -3.29802 3.13837 7.81839 7.83797 0.69059 -7.97976 1.30413 0.00403 2.00427 99.0 0.56565 38.67977 1.6618000000000002e-19
5729 0.02 2614337 0.4157 9.45964 0.54698 7.72489 0.62591 -3.424 3.61812 9.32072 9.45964 11.74123 -8.2425 0.85221 0.13979 1.56341 99.0 0.54698 13.97525 1.124e-19
5730 -0.08 2614342 1.3037 9.91386 0.00874 0.10263 0.23388 -1.4248 1.52103 9.65942 9.91386 0.00371 -12.09043 -2.73143 1.08839 3.03621 3.63362 0.00876 194.58361 6.446899999999999e-21
5731 0.3 2614380 0.01111 8.0886 1.31488 6.99168 0.21965 -3.51089 3.1807 8.06729 8.0886 1.22984 -7.97823 1.29759 0.00382 1.97415 99.0 1.31163 42.85398 2.9184000000000003e-19
5732 0.3 2614429 0.01056 7.68806 0.30183 7.01301 0.97187 -2.6789 1.7775 7.67154 7.68806 0.489 -7.98372 1.55868 0.00364 3.60576 99.0 0.30171 86.57782 1.0328000000000001e-19
5733 0.3 2614462 0.01063 7.28799 0.97025 7.11887 0.28107 -3.13554 1.76008 7.26887 7.28799 0.19464 -7.98085 1.56264 0.00366 3.63876 99.0 0.97008 63.79308 2.7930000000000003e-19
5734 0.3 2614477 0.01107 8.20346 0.31814 7.27552 1.481 -2.99696 1.78335 8.18645 8.20346 1.60217 -7.98273 1.55736 0.0038 3.59453 99.0 0.31803 96.16388 8.1811e-20
5735 0.3 2614577 0.01188 7.5082 0.8143 7.13356 0.26619 -2.29683 1.68062 7.47924 7.5082 0.32319 -7.9782 1.58033 0.00407 3.79544 99.0 0.8135 67.37052 4.2704000000000004e-19
5736 0.0 2614590 1.38829 9.46299 0.13078 7.72826 0.56284 -2.22263 2.37176 9.27601 9.46299 3.694 -8.7044 0.533 0.48539 2.22345 99.0 0.13159 38.25222 1.7080000000000001e-19
